序号,question{idx}_model_sample_size,qp,cp,bs,n_trials,n_question,准确率,平均reward,answer_tokens,total_tokens,mean_eflops,mean_memory
27,question_10_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.26765601677207385,661,2658,2237363936775680.0,11347652743680.0
28,question_11_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.7527401097816059,1833,33222,2.7790721465908736e+16,88175603073536.0
29,question_11_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.7527401097816059,1833,33222,2.7790721465908736e+16,88175603073536.0
30,question_11_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.7527401097816059,1833,33222,2.7790721465908736e+16,88175603073536.0
31,question_11_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.7527401097816059,1833,16367,1.6186505922141696e+16,61174018121728.0
32,question_11_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.7527401097816059,1833,16367,1.6186505922141696e+16,61174018121728.0
33,question_11_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.7505152591409194,1484,15402,1.5883830510166528e+16,63329468716032.0
34,question_11_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.2902224613101157,2283,9140,1.265912880286464e+16,51980045840896.0
35,question_11_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.26907576557152696,2929,10593,1.3235035550528512e+16,46773373283328.0
36,question_11_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.2902224613101157,2283,9140,1.265912880286464e+16,51980045840896.0
37,question_12_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.9049217772441958,1285,33024,2.438056624767437e+16,101567260425728.0
38,question_12_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.9049217772441958,1285,33024,2.438056624767437e+16,101567260425728.0
39,question_12_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.9049217772441958,1285,33024,2.438056624767437e+16,101567260425728.0
40,question_12_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.9049217772441958,1285,9424,7578137794510336.0,38889299066880.0
41,question_12_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.9049217772441958,1285,9424,7578137794510336.0,38889299066880.0
42,question_12_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.9049217772441958,1285,20622,2.025412000073165e+16,87068017476608.0
43,question_12_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.6419718993287888,1985,7985,6183310201582080.0,31608492837888.0
44,question_12_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.9049217772441958,1285,5007,6553820927090176.0,36251577011712.0
45,question_12_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.6419718993287888,1985,7985,6183310201582080.0,31608492837888.0
46,question_13_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.6892503921273649,2325,28894,1.7923774754696192e+16,57636329148928.0
47,question_13_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.6892503921273649,2325,28894,1.7923774754696192e+16,57636329148928.0
48,question_13_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.6892503921273649,2325,28894,1.7923774754696192e+16,57636329148928.0
49,question_13_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.6892503921273649,2325,16813,1.361649694978048e+16,48844909385216.0
50,question_13_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.5706017814765858,1551,12081,7805004925292032.0,31209389348352.0
51,question_13_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.4309337861604023,1883,13339,1.0504208657071104e+16,41409925356544.0
52,question_13_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5706017814765858,1551,6220,4944108508248576.0,21732967327744.0
53,question_13_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.6892503921273649,2325,9335,9138407190129152.0,37197935633920.0
54,question_13_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.4309337861604023,1883,7478,7594396880027648.0,31619943335936.0
55,question_14_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.9510856739452119,1253,5049,1.7249085118593536e+16,57511063403008.0
56,question_14_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.9510856739452119,1253,11468,1.7249085118593536e+16,57511063403008.0
57,question_14_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.9510856739452119,1253,11468,1.7249085118593536e+16,57511063403008.0
58,question_14_aime_Qwen3-4B_S2,4,16,4,1,1,1.0,0.9510856739452119,1253,5049,6827942909595648.0,28070334175232.0
59,question_14_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.7553077441476134,1170,12419,1.127730746409216e+16,42630065020416.0
60,question_14_aime_Qwen3-4B_S2,4,16,4,1,1,1.0,0.9510856739452119,1253,9745,6827942909595648.0,28070334175232.0
61,question_14_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.37743559169320223,1929,7723,8651031668566016.0,34098284300800.0
62,question_14_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.7553077441476134,1170,4696,4413943437819904.0,19983362985472.0
63,question_14_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.2553741252896785,1575,6419,7846138305019392.0,34275689458688.0
64,question_15_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.8778880071204466,803,14016,6789453201401856.0,28839176305664.0
65,question_15_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.8778880071204466,803,14016,6789453201401856.0,28839176305664.0
66,question_15_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.8778880071204466,803,14016,6789453201401856.0,28839176305664.0
67,question_15_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.8778880071204466,803,5929,3870068546826752.0,18997053050880.0
68,question_15_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.8778880071204466,803,6968,4751038653248512.0,22478885506048.0
69,question_15_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.6380918166673701,932,8087,5163254249096704.0,24220937410560.0
70,question_15_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5577179161203323,1091,4350,3732475641643520.0,19235359728128.0
71,question_15_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.8778880071204466,803,3231,2908869325795328.0,14856187823616.0
72,question_15_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5577179161203323,1091,4350,3732475641643520.0,19235359728128.0
73,question_16_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.7201416812788369,899,32469,2.946555076413389e+16,81652359996416.0
74,question_16_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.7201416812788369,899,32469,2.946555076413389e+16,81652359996416.0
75,question_16_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.7201416812788369,899,32469,2.946555076413389e+16,81652359996416.0
76,question_16_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.7201416812788369,899,13511,1.8518536871809024e+16,63582500601856.0
77,question_16_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.39451885988642177,2009,25421,2.701847894195712e+16,75936642862592.0
78,question_16_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.6065299207067099,858,18958,1.6793714921082368e+16,55542915909632.0
79,question_16_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.6065299207067099,858,3434,3509940523811328.0,17152237381120.0
80,question_16_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.39451885988642177,2009,9897,1.709621750468608e+16,59094124334080.0
81,question_16_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.030492606513666018,3885,15524,1.5112994946028544e+16,50110655043584.0
82,question_17_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.6851512603190719,1705,32474,1.732217936996608e+16,65777925927936.0
83,question_17_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.6851512603190719,1705,32474,1.732217936996608e+16,65777925927936.0
84,question_17_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.6851512603190719,1705,32474,1.732217936996608e+16,65777925927936.0
85,question_17_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.6851512603190719,1705,13259,8410836042826752.0,34417837302784.0
86,question_17_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.6851512603190719,1705,17718,1.1804324456627712e+16,52964814091264.0
87,question_17_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.4309269893434735,2719,19215,1.2905651441202688e+16,56960699831808.0
88,question_17_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.244672669919042,1609,6431,5227598404283392.0,24825325158912.0
89,question_17_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.41440855916032304,2082,8325,6687747617181696.0,28989489091072.0
90,question_17_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.244672669919042,1609,6431,5227598404283392.0,24825325158912.0
91,question_18_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.9305276451155059,2211,8882,2.406352448613427e+16,76058998274560.0
92,question_18_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.909282666266952,2499,9976,2.406352448613427e+16,76058998274560.0
93,question_18_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.909282666266952,2499,9976,2.406352448613427e+16,76058998274560.0
94,question_18_aime_Qwen3-4B_S2,4,16,4,1,1,1.0,0.8964202481610776,2233,8929,1.574750919262976e+16,58115214447104.0
95,question_18_aime_Qwen3-4B_S2,4,16,4,1,1,1.0,0.9305276451155059,2211,8882,1.3294777309927936e+16,49851724323840.0
96,question_18_aime_Qwen3-4B_S2,4,16,4,1,1,1.0,0.909282666266952,2499,9976,1.574750919262976e+16,58115214447104.0
97,question_18_aime_Qwen3-4B_S1,4,16,4,1,1,1.0,0.909282666266952,2499,9976,1.0767179515041792e+16,45692832174592.0
98,question_18_aime_Qwen3-4B_S1,4,16,4,1,1,1.0,0.9170954444921644,2223,8919,8191178246774272.0,34921750271488.0
99,question_18_aime_Qwen3-4B_S1,4,16,4,1,1,1.0,0.909282666266952,2499,9976,1.0767179515041792e+16,45692832174592.0
100,question_19_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.4899020069447441,761,13451,7090092845974016.0,27461125692416.0
101,question_19_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.4899020069447441,761,3187,7090092845974016.0,27461125692416.0
102,question_19_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.4899020069447441,761,9327,7090092845974016.0,27461125692416.0
103,question_19_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.2468059917754541,982,7911,5773738918206976.0,24757565495808.0
104,question_19_aime_Qwen3-4B_S2,4,16,4,1,1,1.0,0.4899020069447441,761,3187,3472915090043392.0,16520261282816.0
105,question_19_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.2468059917754541,982,7911,5773738918206976.0,24757565495808.0
106,question_19_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.18058241081871854,1039,4124,3765723815482368.0,18038919177728.0
107,question_19_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.18058241081871854,1039,4124,3765723815482368.0,18038919177728.0
108,question_19_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.18058241081871854,1039,4124,3765723815482368.0,18038919177728.0
109,question_2_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.9263234377107878,1028,14817,1.1006542129946112e+16,50575568790016.0
110,question_2_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.9263234377107878,1028,14817,1.1006542129946112e+16,50575568790016.0
111,question_2_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.9263234377107878,1028,14817,1.1006542129946112e+16,50575568790016.0
112,question_2_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.9263234377107878,1028,7322,6052194684996608.0,28523060250624.0
113,question_2_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.9263234377107878,1028,7733,5478387988500992.0,26098312475136.0
114,question_2_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.9263234377107878,1028,8436,8751083350426624.0,42083501649408.0
115,question_2_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.8502160301536138,963,4099,6555513773125632.0,34670116082176.0
116,question_2_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.8407584934683825,631,2985,3492333907695616.0,18774474683392.0
117,question_2_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.9263234377107878,1028,4337,4238086506989056.0,20503912792576.0
118,question_20_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.8103002764516366,1166,20097,1.2688036097211904e+16,55324149264384.0
119,question_20_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.8103002764516366,1166,20097,1.2688036097211904e+16,55324149264384.0
120,question_20_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.8103002764516366,1166,20097,1.2688036097211904e+16,55324149264384.0
121,question_20_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.8103002764516366,1166,9848,6712394472877056.0,30276875866624.0
122,question_20_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.8103002764516366,1166,10463,7459574811336704.0,33935702412288.0
123,question_20_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.8103002764516366,1166,9162,7298724819321344.0,36844588858368.0
124,question_20_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.7781900707322063,1285,5160,4501401327836160.0,21383676072448.0
125,question_20_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.7053877042609645,1128,4474,4813053114280448.0,26190629064192.0
126,question_20_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.7781900707322063,1285,5160,4501401327836160.0,21383676072448.0
127,question_21_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.7142744193458728,1828,19761,1.4098622840045056e+16,61127501001216.0
128,question_21_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.7142744193458728,1828,19761,1.4098622840045056e+16,61127501001216.0
129,question_21_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.7142744193458728,1828,19761,1.4098622840045056e+16,61127501001216.0
130,question_21_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.40399531054594645,733,9453,7284438243652096.0,32063468015616.0
131,question_21_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.40399531054594645,733,9453,7284438243652096.0,32063468015616.0
132,question_21_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.7142744193458728,1828,10308,1.049809339494144e+16,52675681980416.0
133,question_21_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.7142744193458728,1828,7597,7461867036568064.0,36495293400576.0
134,question_21_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.7142744193458728,1828,7597,7461867036568064.0,36495293400576.0
135,question_21_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.17677854508075141,1637,6548,6072875048968704.0,27575683486720.0
136,question_22_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.6329376830825523,2128,29511,2.179456120981043e+16,71242784760832.0
137,question_22_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.6329376830825523,2128,29511,2.179456120981043e+16,71242784760832.0
138,question_22_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.6329376830825523,2128,29511,2.179456120981043e+16,71242784760832.0
139,question_22_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.6329376830825523,2128,14807,1.2672788258574336e+16,51899942144000.0
140,question_22_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.5128037610742904,1779,14704,1.4675776587168256e+16,54941812938752.0
141,question_22_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.6329376830825523,2128,14807,1.2672788258574336e+16,51899942144000.0
142,question_22_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5128037610742904,1779,6870,7915117022089216.0,33768877036544.0
143,question_22_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5128037610742904,1779,6870,7915117022089216.0,33768877036544.0
144,question_22_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.6329376830825523,2128,8498,8597919005854208.0,36878917599744.0
145,question_23_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5,1661,26123,2.369122579844045e+16,68711714076160.0
146,question_23_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5,980,26123,2.369122579844045e+16,68711714076160.0
147,question_23_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5,980,26123,2.369122579844045e+16,68711714076160.0
148,question_23_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.5,980,10585,1.0190032024769024e+16,38135685384704.0
149,question_23_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.5,2599,15538,1.6981542118667776e+16,52865406641664.0
150,question_23_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.5,1661,11822,1.112388976913408e+16,41661375801344.0
151,question_23_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5,1298,5160,5192568644601344.0,22071800834048.0
152,question_23_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5,980,3923,4087947060236288.0,17451470417408.0
153,question_23_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5,1298,5160,5192568644601344.0,22071800834048.0
154,question_24_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.8153009649174265,893,27380,2.4636374372562944e+16,68332220919808.0
155,question_24_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.8153009649174265,893,27380,2.4636374372562944e+16,68332220919808.0
156,question_24_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.8153009649174265,893,27380,2.4636374372562944e+16,68332220919808.0
157,question_24_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.8153009649174265,893,7245,4498173959418368.0,16821630336000.0
158,question_24_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.7497369432870638,912,16210,1.938401725148877e+16,58946893988864.0
159,question_24_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.8153009649174265,893,16089,1.922527939967795e+16,58293274466816.0
160,question_24_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5901092326881534,3131,12527,1.8086465486624256e+16,56815016506368.0
161,question_24_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.8153009649174265,893,3562,2869502834553856.0,12567192853504.0
162,question_24_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.7497369432870638,912,3683,3031148526364672.0,13239452375552.0
163,question_25_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5,2031,23482,1.39548594329728e+16,47275202738688.0
164,question_25_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5,1038,23482,1.39548594329728e+16,47275202738688.0
165,question_25_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5,1038,23482,1.39548594329728e+16,47275202738688.0
166,question_25_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.5,2031,12073,9060530751135232.0,36104433556992.0
167,question_25_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.5,1038,12449,9246754393899520.0,36691753261056.0
168,question_25_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.5,2031,15246,1.1307199947641344e+16,41649153051648.0
169,question_25_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5,973,3930,3238115450224128.0,15384612659200.0
170,question_25_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5,1770,7103,6976506566730240.0,30491652153856.0
171,question_25_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5,973,3930,3238115450224128.0,15384612659200.0
172,question_26_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.6084651828065316,2824,22352,4.527975883837901e+16,133126399046144.0
173,question_26_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.6084651828065316,2824,11322,4.527975883837901e+16,133126399046144.0
174,question_26_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.6084651828065316,2824,37371,4.527975883837901e+16,133126399046144.0
175,question_26_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.39528415310898624,2769,26049,2.788687382681907e+16,97927573197312.0
176,question_26_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.3078535734829253,3773,30089,3.1992913931828736e+16,106385607079424.0
177,question_26_aime_Qwen3-4B_S2,4,16,4,1,1,1.0,0.6084651828065316,2824,26392,2.6854194396361216e+16,95843798530048.0
178,question_26_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.39528415310898624,2769,11030,1.4172037471456256e+16,60038973344256.0
179,question_26_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.1194761960375954,3759,15019,1.8813655660164096e+16,70568892534272.0
180,question_26_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.39528415310898624,2769,11030,1.4172037471456256e+16,60038973344256.0
181,question_27_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5,1263,21264,1.300484702183168e+16,43198162018816.0
182,question_27_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5,1121,21264,1.300484702183168e+16,43198162018816.0
183,question_27_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5,1621,21264,1.300484702183168e+16,43198162018816.0
184,question_27_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.5,1272,9699,6247678418153984.0,24827382993408.0
185,question_27_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.5,1621,11641,7967190035463680.0,30145242369536.0
186,question_27_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.5,1121,9623,7765606501323264.0,30529548698112.0
187,question_27_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5,1121,4528,3366691695266304.0,15440672417280.0
188,question_27_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5,1621,6470,5987789712576000.0,26537931793408.0
189,question_27_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5,1621,6470,5987789712576000.0,26537931793408.0
190,question_28_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5424806496980268,1640,22786,1.859943600204544e+16,86254887171584.0
191,question_28_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5424806496980268,1640,22786,1.859943600204544e+16,86254887171584.0
192,question_28_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5424806496980268,1640,22786,1.859943600204544e+16,86254887171584.0
193,question_28_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.5424806496980268,1640,13697,1.178355474201344e+16,55140487779328.0
194,question_28_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.4983956049313356,1220,12027,1.126253776948736e+16,54566247241728.0
195,question_28_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.4983956049313356,1220,12027,1.126253776948736e+16,54566247241728.0
196,question_28_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.4983956049313356,1220,4900,4603465629142016.0,21975164990464.0
197,question_28_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5424806496980268,1640,6570,6208121001668096.0,29495805528064.0
198,question_28_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.47663058324174007,1790,7127,8711100519911424.0,45742011098624.0
199,question_29_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.4144079444190431,461,6392,2580325120954368.0,10876270148096.0
200,question_29_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.4144079444190431,461,6392,2580325120954368.0,10876270148096.0
201,question_29_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.4144079444190431,461,6392,2580325120954368.0,10876270148096.0
202,question_29_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.39125974222123366,392,3054,1711150175638016.0,8134768997888.0
203,question_29_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.4144079444190431,461,3427,2149843416179200.0,10399649325568.0
204,question_29_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.39125974222123366,392,3085,1606710351520768.0,7803793041408.0
205,question_29_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.4144079444190431,461,1840,1430870562553856.0,7306680393216.0
206,question_29_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.3354700516859173,357,1467,1082002122012672.0,5617600065536.0
