序号,question{idx}_model_sample_size,qp,cp,bs,n_trials,n_question,准确率,平均reward,answer_tokens,total_tokens,mean_eflops,访存量
187,question_27_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5,1121,4528,44185596204544.0,268935076864.0
188,question_27_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5,1621,6470,87320705637888.0,542995435520.0
189,question_27_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5,1621,6470,87320705637888.0,542995435520.0
190,question_28_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5424806496980268,1640,22786,53741465996288.0,320026085376.0
191,question_28_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5424806496980268,1640,22786,53741465996288.0,320026085376.0
192,question_28_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.5424806496980268,1640,22786,53741465996288.0,320026085376.0
193,question_28_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.5424806496980268,1640,13697,50533989056512.0,310259158528.0
194,question_28_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.4983956049313356,1220,12027,51833936505856.0,318375774208.0
195,question_28_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.4983956049313356,1220,12027,51833936505856.0,318375774208.0
196,question_28_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.4983956049313356,1220,4900,50864947826688.0,317525153792.0
197,question_28_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.5424806496980268,1640,6570,47056520377344.0,293328538112.0
198,question_28_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.47663058324174007,1790,7127,49595448245248.0,309459467776.0
199,question_29_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.4144079444190431,461,6392,95029008262656.0,572273077760.0
200,question_29_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.4144079444190431,461,6392,95029008262656.0,572273077760.0
201,question_29_aime_Qwen3-4B_S4,4,16,4,1,1,0.0,0.4144079444190431,461,6392,95029008262656.0,572273077760.0
202,question_29_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.39125974222123366,392,3054,88407327093248.0,544822579200.0
203,question_29_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.4144079444190431,461,3427,92217608211968.0,569030696448.0
204,question_29_aime_Qwen3-4B_S2,4,16,4,1,1,0.0,0.39125974222123366,392,3085,89677397034496.0,552891804160.0
205,question_29_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.4144079444190431,461,1840,90914303739904.0,567596371456.0
206,question_29_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.3354700516859173,357,1467,87104022621184.0,543388254208.0
207,question_29_aime_Qwen3-4B_S1,4,16,4,1,1,0.0,0.4144079444190431,461,1840,90914303739904.0,567596371456.0
208,question_3_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.5149795685764808,715,2893,139792798039040.0,867797065728.0
209,question_3_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.5149795685764808,715,2893,139792798039040.0,867797065728.0
210,question_3_aime_Qwen3-4B_S4,4,16,4,1,1,1.0,0.8348823612855559,918,3601,139792798039040.0,867797065728.0
211,question_3_aime_Qwen3-4B_S2,4,16,4,1,1,1.0,0.8348823612855559,918,3601,138590366156800.0,867373834240.0
212,question_3_aime_Qwen3-4B_S2,4,16,4,1,1,1.0,0.6214168329267676,639,2578,44215744609280.0,269421677568.0
213,question_3_aime_Qwen3-4B_S2,4,16,4,1,1,1.0,0.8348823612855559,918,3601,138240488973312.0,866789838848.0
214,question_3_aime_Qwen3-4B_S1,4,16,4,1,1,1.0,0.8348823612855559,918,3601,137639273032192.0,866578223104.0
215,question_3_aime_Qwen3-4B_S1,4,16,4,1,1,1.0,0.5149795685764808,715,2893,43614528668160.0,269210061824.0
216,question_3_aime_Qwen3-4B_S1,4,16,4,1,1,1.0,0.5149795685764808,715,2893,43614528668160.0,269210061824.0
