序号,question{idx}_model_sample_size,qp,cp,bs,n_trials,n_question,准确率,平均reward,answer_tokens,total_tokens,mean_eflops,访存量
92,question_12_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.05635090877522774,76,197,324442659144192.0,1540382228480.0
93,question_12_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.14678962435140774,365,1440,387713232641536.0,1815500235264.0
94,question_12_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.1264935262908318,668,1811,324393126189056.0,1506099137024.0
95,question_12_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.05401818272059639,244,471,256783807081472.0,1308082160128.0
96,question_12_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.12104702516352664,508,638,385855081114624.0,2092566680064.0
97,question_12_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.3948200190095582,358,479,218792030382592.0,1205755577344.0
98,question_12_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.0663017636938469,625,929,251760611599360.0,1395181991936.0
99,question_12_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.10316371200820841,276,1600,285586724529152.0,1629748595712.0
100,question_12_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.03329849881171358,574,1281,258507544446976.0,1391563063808.0
101,question_12_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.04823412304572041,130,130,134550022553600.0,778088086528.0
102,question_12_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.025810311430793025,707,707,305614607164416.0,1653874248192.0
103,question_12_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.09406026777138374,599,599,163848261028864.0,966464061440.0
104,question_12_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.11877787749677539,764,764,212478997586432.0,1231881467392.0
105,question_12_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.13125845804197753,528,528,150353651207680.0,859759097344.0
106,question_13_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.10847872626207677,475,4928,1178438714665472.0,3022510862336.0
107,question_13_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.10847872626207677,475,4928,1178438714665472.0,3022510862336.0
108,question_13_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.10847872626207677,475,4928,1178438714665472.0,3022510862336.0
109,question_13_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.09534915641710767,274,2487,660514425442304.0,2009573859328.0
110,question_13_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.0397722171705227,191,2757,707525242922496.0,2314445543424.0
111,question_13_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.06990887591095675,292,2588,674641758817792.0,2106003408896.0
112,question_13_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.09534915641710767,274,1359,425239265749504.0,1632630302720.0
113,question_13_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.09534915641710767,274,1578,392849983299072.0,1461478047744.0
114,question_13_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.0397722171705227,191,1283,421612922296832.0,1620476289024.0
115,question_13_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.10847872626207677,475,1150,315464871607296.0,1411684669952.0
116,question_13_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.03280757476555868,259,259,272323724171264.0,1169718214656.0
117,question_13_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.10847872626207677,475,1215,475789302827520.0,2187374022144.0
118,question_13_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.03207628502564559,476,912,394982525608960.0,1892405897216.0
119,question_13_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.07370136415444876,348,1141,239960869484544.0,1139821395968.0
120,question_13_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.025640174941416436,293,293,208657089593344.0,980177931264.0
121,question_13_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.02242385710982969,254,254,125104069541888.0,683787202560.0
122,question_13_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.10847872626207677,475,475,209151117213184.0,1139927279104.0
123,question_13_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.01864137079666491,401,401,172163312491008.0,945395769856.0
124,question_13_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.28188594120295385,1402,1402,436502780103168.0,2321489985536.0
125,question_13_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.052966701763511544,740,740,208615234236416.0,1198391264768.0
126,question_13_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.038847729311303446,725,725,230797939321344.0,1212407371776.0
127,question_14_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.0226722951915483,178,436,514610063443456.0,1730177324544.0
128,question_14_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.0226722951915483,178,436,514610063443456.0,1730177324544.0
129,question_14_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.0226722951915483,178,436,514610063443456.0,1730177324544.0
130,question_14_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.0226722951915483,178,178,355205113291264.0,1485784774144.0
131,question_14_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.04565199304350887,275,951,477214030745088.0,1727014390272.0
132,question_14_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.0226722951915483,178,436,351640862148096.0,1452490903040.0
133,question_14_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.04565199304350887,275,825,316028432723456.0,1220644662272.0
134,question_14_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.0226722951915483,178,178,253089563663872.0,1237581137408.0
135,question_14_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.033401415284340416,558,2110,538568456855040.0,1958121335808.0
136,question_14_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.029196559438644017,589,1326,384799697406976.0,1688946894336.0
137,question_14_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.0,0,0,215500997166592.0,1183663533568.0
138,question_14_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.01963069311714493,351,821,351737374526464.0,1560966425600.0
139,question_14_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.01900099915915901,361,604,276005644176384.0,1418681304064.0
140,question_14_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.033455871901582605,306,715,263408835734528.0,1164236381696.0
141,question_14_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.0226722951915483,178,178,115978185900544.0,589637659136.0
142,question_14_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.029196559438644017,589,589,196962469312000.0,1063807516672.0
143,question_14_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.013050980522594773,329,329,183185394136576.0,1045768865792.0
144,question_14_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.018249932672921538,524,915,213428162411008.0,1111630607360.0
145,question_14_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.017541232694113364,480,480,141925298257920.0,816145353216.0
146,question_14_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.013050980522594773,329,329,95638863173632.0,562640359936.0
147,question_14_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.01623813979273493,491,491,162103393881600.0,832550305792.0
148,question_15_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.09879411116758428,114,114,506704723779072.0,1540607919616.0
149,question_15_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.09879411116758428,114,114,506704723779072.0,1540607919616.0
150,question_15_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.09879411116758428,114,114,506704723779072.0,1540607919616.0
151,question_15_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.09879411116758428,114,550,365423327756800.0,1166335703040.0
152,question_15_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.0,0,0,333047738249216.0,1276002203136.0
153,question_15_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.09879411116758428,114,114,349418277505536.0,1098440986624.0
154,question_15_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.09700776412638726,214,1051,326116048276480.0,1239473181696.0
155,question_15_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.26994553681900174,322,1752,363096268608512.0,1429355250688.0
156,question_15_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.26994553681900174,322,2134,423687272621568.0,1562747457536.0
157,question_15_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.09953160947309897,320,974,282283931338752.0,1208662534144.0
158,question_15_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.08259792368577532,222,222,235234993927168.0,1060464825344.0
159,question_15_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.09879411116758428,114,114,157956481113088.0,732818632704.0
160,question_15_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.12413713904229888,360,1031,210783204688896.0,995523443712.0
161,question_15_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.26994553681900174,322,679,238698912403968.0,1187907842560.0
162,question_15_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.2019185124478917,286,606,218256878685184.0,1109288167936.0
163,question_15_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.2508286839543644,828,1524,322145635398656.0,1556869800448.0
164,question_15_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.045387937932310565,357,357,150684318763008.0,764938055680.0
165,question_15_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.07014043203573886,214,214,88149129817088.0,479386424320.0
166,question_15_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.09558713754234022,271,271,87317408061952.0,463246380544.0
167,question_15_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.10547208324072445,401,401,126498300953088.0,700587340800.0
168,question_15_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.061642288878284705,401,401,111739654791680.0,648655942656.0
169,question_16_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.06123076633147225,228,1950,551877317311488.0,1449507395584.0
170,question_16_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.06123076633147225,228,1950,551877317311488.0,1449507395584.0
171,question_16_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.06123076633147225,228,1950,551877317311488.0,1449507395584.0
172,question_16_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.06123076633147225,228,1276,333366723165696.0,1104092485632.0
173,question_16_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.19439590618243505,174,1427,382957946831360.0,1193150611968.0
174,question_16_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.06123076633147225,228,1179,332376239534080.0,1110865766400.0
175,question_16_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.06123076633147225,228,723,221539512497664.0,911397738496.0
176,question_16_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.19439590618243505,174,639,279961802266112.0,1161538822656.0
177,question_16_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.06123076633147225,228,1227,255610408204288.0,1030930608640.0
178,question_16_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.03429806113112131,124,124,190110796838400.0,875535643136.0
179,question_16_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.04664312866609321,187,660,154941913712640.0,674832448000.0
180,question_16_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.041101618873863766,72,506,163494034209280.0,747619707392.0
181,question_16_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.19439590618243505,174,360,136984151726592.0,697443734528.0
182,question_16_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.031092599606114893,101,101,138759593905664.0,719199578624.0
183,question_16_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.14601591113387785,410,1181,251169955235328.0,1259520547328.0
184,question_16_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.026387950789205056,117,117,109143010350080.0,585452713984.0
185,question_16_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.10212980394343465,393,393,163387373705216.0,905163155968.0
186,question_16_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.044216086939596395,186,310,66438227525120.0,364164272128.0
187,question_16_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.1825900430958186,781,781,245319522691584.0,1295573443072.0
188,question_16_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.08139306498709856,347,347,103078523367424.0,585113028608.0
189,question_16_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.09734660417826342,506,506,153735643276800.0,845721326080.0
190,question_17_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.06368975316893946,125,856,587355786938880.0,2105271070208.0
191,question_17_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.06368975316893946,125,856,587355786938880.0,2105271070208.0
192,question_17_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.06368975316893946,125,856,587355786938880.0,2105271070208.0
193,question_17_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.045355656760161685,101,712,397349752164352.0,1695936400896.0
194,question_17_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.041385428243729185,255,611,360974935741440.0,1453689384448.0
195,question_17_aime_Qwen3-0.6B_S32,32,1,1,1,1,0.0,0.05573440146572915,19,375,398282830821888.0,1721029506560.0
196,question_17_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.05573440146572915,19,274,269400440669184.0,1313101327872.0
197,question_17_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.06368975316893946,125,624,270886335834112.0,1190306504704.0
198,question_17_aime_Qwen3-0.6B_S16,16,1,1,1,1,0.0,0.06368975316893946,125,481,230249677409792.0,1075313843712.0
199,question_17_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.0,0,0,262768983054336.0,1462538751488.0
200,question_17_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.05487842356784104,164,265,156109435063296.0,736306110464.0
201,question_17_aime_Qwen3-0.6B_S8,8,1,1,1,1,0.0,0.0,0,0,243827481933312.0,1361648428544.0
202,question_17_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.49360362319250073,154,361,132628845531136.0,664255831040.0
203,question_17_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.041842754039282504,234,1161,164913783719936.0,749453783040.0
204,question_17_aime_Qwen3-0.6B_S4,4,1,1,1,1,0.0,0.2747510302047688,342,1132,226739065320960.0,1142899173888.0
205,question_17_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.05487842356784104,164,164,79489644362752.0,428742743040.0
206,question_17_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.052065870438620196,806,806,315395120318464.0,1758757975040.0
207,question_17_aime_Qwen3-0.6B_S2,2,1,1,1,1,0.0,0.05573440146572915,19,19,72984604466688.0,416091142144.0
208,question_17_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.04182979441210598,373,373,107915542059008.0,610402928640.0
209,question_17_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.0,0,0,128424863028736.0,800895597056.0
210,question_17_aime_Qwen3-0.6B_S1,1,1,1,1,1,0.0,0.035154298638726655,1133,1133,363735281390080.0,1958123726336.0
211,question_18_aime_Qwen3-0.6B_S64,64,1,1,1,1,0.0,0.3687341463419947,915,2030,1307635441614848.0,3756528966144.0
