序号,question_model_qp_cp_bs,qp,cp,bs,n_trials,n_question,准确率,平均reward,answer_tokens,total_tokens,mean_eflops,访存量
50,question_0_aime_Qwen3-0.6B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.06600534611036042,394,1454,261608223782912.0,1332840550912.0
51,question_0_aime_Qwen3-0.6B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.052269653349520294,697,1986,350137262851072.0,1720037206016.0
52,question_0_aime_Qwen3-0.6B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.03955487143277349,416,416,227695072918016.0,1146578242560.0
53,question_0_aime_Qwen3-0.6B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.036375512167295926,428,428,314595557293056.0,1470736552448.0
54,question_0_aime_Qwen3-0.6B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.03617547232929821,547,547,279039089526784.0,1426705102336.0
55,question_0_aime_Qwen3-0.6B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.25180959880093207,667,1276,281303674385408.0,1517935171584.0
56,question_0_aime_Qwen3-0.6B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.06611217926130407,717,717,274677526900224.0,1356435159040.0
57,question_0_aime_Qwen3-0.6B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.052269653349520294,697,1155,243153357784064.0,1324033453056.0
58,question_0_aime_Qwen3-0.6B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.040240373461152466,851,851,332259700979200.0,1498071489536.0
59,question_0_aime_Qwen3-0.6B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.04509223887801584,619,619,187064794020864.0,1063407080960.0
60,question_0_aime_Qwen3-0.6B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.027276565253031206,760,760,240852949521920.0,1265967234048.0
61,question_1_aime_Qwen3-0.6B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.24496784902420152,501,744,385400858722816.0,1624377226240.0
62,question_1_aime_Qwen3-0.6B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.21955027247632933,247,247,300023578544640.0,1114759853056.0
63,question_1_aime_Qwen3-0.6B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.4261945026376219,541,541,446044167204352.0,2395363927552.0
64,question_1_aime_Qwen3-0.6B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.0,0,0,273428087729152.0,1335162682880.0
65,question_1_aime_Qwen3-0.6B_QP19_CP1_BS1,19,1,1,1,1,1.0,0.18359131768330528,220,463,358924316468224.0,1522102477824.0
66,question_1_aime_Qwen3-0.6B_QP19_CP1_BS1,19,1,1,1,1,1.0,0.27237166065637086,350,1071,348902660041216.0,1442208619520.0
67,question_1_aime_Qwen3-0.6B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.0,0,0,194403778939904.0,878490265088.0
68,question_1_aime_Qwen3-0.6B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.4261945026376219,541,541,293203774356480.0,1496456807936.0
69,question_1_aime_Qwen3-0.6B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.27237166065637086,350,840,370323289482752.0,1593246430208.0
70,question_1_aime_Qwen3-0.6B_QP17_CP1_BS1,17,1,1,1,1,1.0,0.21955027247632933,247,467,276504376631808.0,1084585036800.0
71,question_1_aime_Qwen3-0.6B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.4261945026376219,541,541,444890561064960.0,2432490253824.0
72,question_1_aime_Qwen3-0.6B_QP17_CP1_BS1,17,1,1,1,1,1.0,0.8432906714130906,417,1261,534669416627200.0,2061722062336.0
73,question_1_aime_Qwen3-0.6B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.0,0,0,148594076846592.0,640427462144.0
74,question_1_aime_Qwen3-0.6B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.21955027247632933,247,247,240985767604224.0,890662996992.0
75,question_1_aime_Qwen3-0.6B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.24496784902420152,501,501,347071572444672.0,1552753757184.0
76,question_1_aime_Qwen3-0.6B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.0,0,0,177127924313600.0,851927318016.0
77,question_1_aime_Qwen3-0.6B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.27237166065637086,350,1968,333500159723520.0,1505743430656.0
78,question_1_aime_Qwen3-0.6B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.24496784902420152,501,501,311407646868992.0,1374709412864.0
79,question_1_aime_Qwen3-0.6B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.0,0,0,256974041570304.0,1336249538048.0
80,question_1_aime_Qwen3-0.6B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.0,0,0,221552404954624.0,1116034539008.0
81,question_1_aime_Qwen3-0.6B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.0,0,0,350267214982656.0,1946710353408.0
82,question_1_aime_Qwen3-0.6B_QP13_CP1_BS1,13,1,1,1,1,1.0,0.8432906714130906,417,767,352541932933120.0,1526323343360.0
83,question_1_aime_Qwen3-0.6B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.4261945026376219,541,541,344092820185088.0,1796065032192.0
84,question_1_aime_Qwen3-0.6B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.27237166065637086,350,350,325765103985152.0,1377312806912.0
85,question_1_aime_Qwen3-0.6B_QP12_CP1_BS1,12,1,1,1,1,1.0,0.8978675068985136,446,446,451254372245504.0,1820786018304.0
86,question_1_aime_Qwen3-0.6B_QP12_CP1_BS1,12,1,1,1,1,1.0,0.27237166065637086,350,570,313604417678336.0,1354088525824.0
87,question_1_aime_Qwen3-0.6B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.24496784902420152,501,501,274732448066048.0,1259359124480.0
88,question_1_aime_Qwen3-0.6B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.4261945026376219,541,541,220098705230848.0,1192001023488.0
89,question_1_aime_Qwen3-0.6B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.0,0,0,165408784957440.0,842168122880.0
90,question_1_aime_Qwen3-0.6B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.4261945026376219,541,541,251595271414272.0,1305856339968.0
91,question_1_aime_Qwen3-0.6B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.0,0,0,333195227331072.0,1925337998848.0
92,question_1_aime_Qwen3-0.6B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.0,0,0,171067926265344.0,886871102976.0
93,question_1_aime_Qwen3-0.6B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.4261945026376219,541,541,288756503493120.0,1571603390464.0
94,question_1_aime_Qwen3-0.6B_QP9_CP1_BS1,9,1,1,1,1,1.0,0.8432906714130906,417,860,346311791397888.0,1613077124096.0
95,question_1_aime_Qwen3-0.6B_QP9_CP1_BS1,9,1,1,1,1,1.0,0.18359131768330528,220,818,326141625266688.0,1507972217344.0
96,question_1_aime_Qwen3-0.6B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.23695059066180527,474,1061,418853767801344.0,1988159337472.0
97,question_1_aime_Qwen3-0.6B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.0,0,0,112499163349504.0,568736476672.0
98,question_1_aime_Qwen3-0.6B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.4261945026376219,541,788,219286174590976.0,1189668229120.0
99,question_1_aime_Qwen3-0.6B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.0,0,0,315205016483840.0,1854723429888.0
100,question_1_aime_Qwen3-0.6B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.21955027247632933,247,247,166863558158336.0,808841544704.0
101,question_1_aime_Qwen3-0.6B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.4261945026376219,541,541,203398088167936.0,1157024642560.0
102,question_1_aime_Qwen3-0.6B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.0,0,0,97832021104640.0,499393246720.0
103,question_1_aime_Qwen3-0.6B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.24496784902420152,501,501,239548317968896.0,1270096679936.0
104,question_1_aime_Qwen3-0.6B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.21955027247632933,247,247,264896819300352.0,1420148165632.0
105,question_1_aime_Qwen3-0.6B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.24496784902420152,501,501,231765097626112.0,1232959106048.0
106,question_1_aime_Qwen3-0.6B_QP5_CP1_BS1,5,1,1,1,1,1.0,0.8432906714130906,417,767,234813119889920.0,1217864943616.0
107,question_1_aime_Qwen3-0.6B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.10826548832102648,627,627,306226569756672.0,1451854556160.0
108,question_1_aime_Qwen3-0.6B_QP5_CP1_BS1,5,1,1,1,1,1.0,0.8432906714130906,417,417,242445978796544.0,1232683149824.0
109,question_1_aime_Qwen3-0.6B_QP4_CP1_BS1,4,1,1,1,1,1.0,0.8432906714130906,417,417,286936583115264.0,1510829475328.0
110,question_1_aime_Qwen3-0.6B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.21955027247632933,247,247,144432209202176.0,760288723968.0
111,question_1_aime_Qwen3-0.6B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.4261945026376219,541,541,253470885391872.0,1491122513920.0
112,question_1_aime_Qwen3-0.6B_QP3_CP1_BS1,3,1,1,1,1,1.0,0.8881812069874502,488,488,356482141319168.0,1859822664704.0
113,question_1_aime_Qwen3-0.6B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.24496784902420152,501,501,213608027550208.0,1233976552448.0
114,question_1_aime_Qwen3-0.6B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.10826548832102648,627,1149,268600456208896.0,1423700231168.0
115,question_1_aime_Qwen3-0.6B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.10826548832102648,627,627,239140916206080.0,1322221513728.0
116,question_1_aime_Qwen3-0.6B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.12941226707724862,598,598,234666563937792.0,1326495948800.0
117,question_1_aime_Qwen3-0.6B_QP2_CP1_BS1,2,1,1,1,1,1.0,0.7874334829239774,387,387,143084508688896.0,768699684864.0
118,question_1_aime_Qwen3-0.6B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.090082518572838,378,378,111387162039296.0,625571629056.0
119,question_1_aime_Qwen3-0.6B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.09562335780678818,828,828,232274670462976.0,1338478708224.0
120,question_1_aime_Qwen3-0.6B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.10826548832102648,627,627,173582952506368.0,1021259977728.0
121,question_10_aime_Qwen3-0.6B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.028130413057712883,75,806,255439465315840.0,1029094912000.0
122,question_10_aime_Qwen3-0.6B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.02856716105793048,80,454,211538218102272.0,722546171904.0
123,question_10_aime_Qwen3-0.6B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.028696463493058263,76,1010,288814156632576.0,1224425474048.0
124,question_10_aime_Qwen3-0.6B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.028696463493058263,76,766,222421269824000.0,860182042624.0
125,question_10_aime_Qwen3-0.6B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.028696463493058263,76,224,195174519802880.0,646312579072.0
126,question_10_aime_Qwen3-0.6B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.028696463493058263,76,884,247225965137920.0,1019163318272.0
127,question_10_aime_Qwen3-0.6B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.02856716105793048,80,738,236011289981440.0,985847107584.0
128,question_10_aime_Qwen3-0.6B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.03910288387071489,289,1068,254749184635392.0,891694615040.0
129,question_10_aime_Qwen3-0.6B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.028696463493058263,76,574,196525910014464.0,731105869824.0
130,question_10_aime_Qwen3-0.6B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.028696463493058263,76,230,202209802830848.0,766217357312.0
131,question_10_aime_Qwen3-0.6B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.028130413057712883,75,455,194915661621760.0,714778478592.0
132,question_10_aime_Qwen3-0.6B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.02856716105793048,80,462,227851170329600.0,938364407808.0
133,question_10_aime_Qwen3-0.6B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.02856716105793048,80,537,209020431575040.0,876768139264.0
134,question_10_aime_Qwen3-0.6B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.019489857327548897,264,729,240008543588864.0,1019613579264.0
135,question_10_aime_Qwen3-0.6B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.028696463493058263,76,800,209518711096320.0,833832003584.0
136,question_10_aime_Qwen3-0.6B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.02856716105793048,80,549,242507638971904.0,1074148345856.0
137,question_10_aime_Qwen3-0.6B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.028696463493058263,76,467,180571466426880.0,699463956480.0
138,question_10_aime_Qwen3-0.6B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.02856716105793048,80,80,205951818938368.0,838207301632.0
139,question_10_aime_Qwen3-0.6B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.028696463493058263,76,574,164516343503872.0,663282995200.0
140,question_10_aime_Qwen3-0.6B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.03910288387071489,289,931,214495171738112.0,819213672960.0
141,question_10_aime_Qwen3-0.6B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.02856716105793048,80,190,166462764039680.0,631906945024.0
142,question_10_aime_Qwen3-0.6B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.034642368194032706,317,581,266982959790592.0,1021799279616.0
143,question_10_aime_Qwen3-0.6B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.014353973918802434,154,264,188141074192384.0,793520693248.0
144,question_10_aime_Qwen3-0.6B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.028130413057712883,75,496,191848080793088.0,827049814016.0
145,question_10_aime_Qwen3-0.6B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.02856716105793048,80,190,179216597734400.0,769301944320.0
146,question_10_aime_Qwen3-0.6B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.028696463493058263,76,76,190325463802368.0,823551598592.0
147,question_10_aime_Qwen3-0.6B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.028696463493058263,76,76,149706561773568.0,579942760448.0
148,question_10_aime_Qwen3-0.6B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.02510560898204513,220,531,218875511257088.0,937726228992.0
149,question_10_aime_Qwen3-0.6B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.028130413057712883,75,193,155475791155200.0,653193275392.0
150,question_10_aime_Qwen3-0.6B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.028696463493058263,76,572,162001057285632.0,686826285056.0
151,question_10_aime_Qwen3-0.6B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.028696463493058263,76,463,163568784247808.0,741131200512.0
152,question_10_aime_Qwen3-0.6B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.028696463493058263,76,155,150870227242496.0,656913522688.0
153,question_10_aime_Qwen3-0.6B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.09297883619152952,247,1113,225388712169472.0,1025071297024.0
154,question_10_aime_Qwen3-0.6B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.02856716105793048,80,80,128958797161472.0,552053948416.0
155,question_10_aime_Qwen3-0.6B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.09297883619152952,247,513,146834806587904.0,590401464832.0
156,question_10_aime_Qwen3-0.6B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.02383327045439146,148,302,161253551500288.0,748440659968.0
157,question_10_aime_Qwen3-0.6B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.028201881302363216,330,2036,260788157401600.0,1131299264512.0
158,question_10_aime_Qwen3-0.6B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.014353973918802434,154,264,140599271522816.0,658819340288.0
159,question_10_aime_Qwen3-0.6B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.019489857327548897,264,807,200411276492288.0,968179067392.0
160,question_10_aime_Qwen3-0.6B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.028696463493058263,76,151,112335556268544.0,525475201024.0
161,question_10_aime_Qwen3-0.6B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.028130413057712883,75,333,117696939393536.0,548336560128.0
162,question_10_aime_Qwen3-0.6B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.09309105230258231,376,2176,226883546823168.0,935776969216.0
163,question_10_aime_Qwen3-0.6B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.02117908244730451,270,1281,246306476339712.0,1090701716480.0
164,question_10_aime_Qwen3-0.6B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.09297883619152952,247,841,190969989981696.0,835046373376.0
165,question_10_aime_Qwen3-0.6B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.028696463493058263,76,545,173614468156416.0,935569135616.0
166,question_10_aime_Qwen3-0.6B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.03517718335419032,182,1111,199800693387264.0,904097782784.0
167,question_10_aime_Qwen3-0.6B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.028130413057712883,75,425,113230888486400.0,584148695040.0
168,question_10_aime_Qwen3-0.6B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.09297883619152952,247,984,180489267810816.0,890005641216.0
169,question_10_aime_Qwen3-0.6B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.09297883619152952,247,736,150251888754176.0,724048216064.0
170,question_10_aime_Qwen3-0.6B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.03670113777305498,273,537,158028712204288.0,820596954112.0
171,question_10_aime_Qwen3-0.6B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.019440915943234306,275,885,211170098896384.0,1011528414720.0
172,question_10_aime_Qwen3-0.6B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.019489857327548897,264,599,164409554438144.0,906753868800.0
173,question_10_aime_Qwen3-0.6B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.014353973918802434,154,154,98524909671936.0,549062453248.0
174,question_10_aime_Qwen3-0.6B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.03910288387071489,289,437,110559477939200.0,581737591808.0
175,question_10_aime_Qwen3-0.6B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.05392264839053498,368,638,127450327689728.0,646312139264.0
176,question_10_aime_Qwen3-0.6B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.014417425384550217,115,115,81939274995712.0,424293601280.0
177,question_10_aime_Qwen3-0.6B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.01645809164946546,222,453,101290407996928.0,522754600960.0
178,question_10_aime_Qwen3-0.6B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.059928228477462736,856,856,280239387023872.0,1430922695168.0
179,question_10_aime_Qwen3-0.6B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.019489857327548897,264,264,72791826753024.0,427370444800.0
180,question_10_aime_Qwen3-0.6B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.03670113777305498,273,273,76839763486208.0,444432810496.0
181,question_11_aime_Qwen3-0.6B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.1272428361896822,84,733,186501258027520.0,784764749312.0
182,question_11_aime_Qwen3-0.6B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.05541002402972663,195,195,172698929709568.0,689346911744.0
183,question_11_aime_Qwen3-0.6B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.0487260130642469,93,372,167536778737152.0,677421362688.0
184,question_11_aime_Qwen3-0.6B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.05541002402972663,195,670,156589731802112.0,630565805568.0
185,question_11_aime_Qwen3-0.6B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.05541002402972663,195,617,213639987808768.0,854110930944.0
186,question_11_aime_Qwen3-0.6B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.0487260130642469,93,328,158513969905152.0,631779018240.0
