序号,question{idx}_model_sample_size,qp,cp,bs,n_trials,n_question,准确率,平均reward,answer_tokens,total_tokens,mean_eflops,访存量
14,question_0_aime_Qwen3-14B_S1,1,1,1,3,1,0.3333333333333333,0.3502619339789225,455.0,455.0,5982048741662379.0,37968970439936.0
15,question_0_aime_Qwen3-8B_S64,64,1,1,3,1,1.0,0.906279330925655,1013.6666666666666,1013.6666666666666,1.5749385221972736e+16,71354895882752.0
16,question_0_aime_Qwen3-8B_S32,32,1,1,3,1,1.0,0.8732927387422119,1124.3333333333333,1124.3333333333333,1.2372236433969238e+16,63871393704021.336
17,question_0_aime_Qwen3-8B_S16,16,1,1,3,1,1.0,0.8648562640212386,1076.6666666666667,1076.6666666666667,1.0437569810392662e+16,58107917047040.0
18,question_0_aime_Qwen3-8B_S8,8,1,1,3,1,1.0,0.8100901542463657,1108.6666666666667,1108.6666666666667,7743753702697984.0,45634741147989.336
19,question_0_aime_Qwen3-8B_S4,4,1,1,3,1,1.0,0.8163163037831213,1053.0,1053.0,7096551576131755.0,42807641311317.336
20,question_0_aime_Qwen3-8B_S2,2,1,1,3,1,1.0,0.7198252574275629,1198.3333333333333,1198.3333333333333,4660935810151253.0,28647636719786.668
21,question_0_aime_Qwen3-8B_S1,1,1,1,3,1,1.0,0.7898209412333999,1080.6666666666667,1080.6666666666667,2901282431553024.0,17987960868010.668
22,question_0_aime_Qwen3-4B_S64,64,1,1,3,1,1.0,0.8817632294427805,910.0,1508.0,6633194027279872.0,27808563327488.0
23,question_0_aime_Qwen3-4B_S32,32,1,1,3,1,1.0,0.8050392996613803,1031.0,2211.0,6009917936712704.0,29151729758208.0
24,question_0_aime_Qwen3-4B_S16,16,1,1,3,1,1.0,0.8006987480013584,1023.6666666666666,1921.0,4195607060946432.0,22602308607658.668
25,question_0_aime_Qwen3-4B_S8,8,1,1,3,1,1.0,0.6493696105300515,1076.3333333333333,1359.0,3382499304737792.0,19069723106645.332
26,question_0_aime_Qwen3-4B_S4,4,1,1,3,1,1.0,0.7741162257764916,1120.6666666666667,1120.6666666666667,3396747862503936.0,19506394362368.0
27,question_0_aime_Qwen3-4B_S2,2,1,1,3,1,1.0,0.7056602277169751,1003.3333333333334,1319.0,1903623363808426.8,11454772205738.666
28,question_0_aime_Qwen3-4B_S1,1,1,1,3,1,0.6666666666666666,0.6577219553677599,1264.0,1264.0,1711563302080682.8,10435166150997.334
29,question_0_aime_Qwen3-1.7B_S64,64,1,1,3,1,0.0,0.28800558133952336,161.0,4789.0,1400072436822528.0,5928465007360.0
30,question_0_aime_Qwen3-1.7B_S32,32,1,1,3,1,0.0,0.28800558133952336,161.0,2289.6666666666665,1074426237232469.4,5341895339349.333
31,question_0_aime_Qwen3-1.7B_S16,16,1,1,3,1,0.0,0.2566865543161349,353.0,2113.0,879231668367957.4,4697032891562.667
32,question_0_aime_Qwen3-1.7B_S8,8,1,1,3,1,0.0,0.12604154942767845,414.3333333333333,849.6666666666666,617115873341781.4,3399382401706.6665
33,question_0_aime_Qwen3-1.7B_S4,4,1,1,3,1,0.0,0.11724276595719983,434.3333333333333,662.6666666666666,645074855412138.6,3832294673237.3335
34,question_0_aime_Qwen3-1.7B_S2,2,1,1,3,1,0.0,0.1695860168408422,422.0,575.3333333333334,428995330382677.3,2583753765973.3335
35,question_0_aime_Qwen3-1.7B_S1,1,1,1,3,1,0.0,0.20936382483819593,486.6666666666667,486.6666666666667,338208639697749.3,2051598363136.0
36,question_0_aime_Qwen3-0.6B_S64,64,1,1,3,1,0.0,0.21069675202458849,132.0,132.0,522389769611264.0,1450614017536.0
37,question_0_aime_Qwen3-0.6B_S32,32,1,1,3,1,0.0,0.14046450134972566,88.0,180.66666666666666,448712101874688.0,1470487451136.0
38,question_0_aime_Qwen3-0.6B_S16,16,1,1,3,1,0.0,0.11562883638756678,310.3333333333333,1927.0,525977249302186.7,1970162105685.3333
39,question_0_aime_Qwen3-0.6B_S8,8,1,1,3,1,0.0,0.1823389051869193,479.0,1409.0,417958693678592.0,1804435691178.6667
40,question_0_aime_Qwen3-0.6B_S4,4,1,1,3,1,0.0,0.10965725049482307,407.6666666666667,1190.6666666666667,252673348658176.0,1268603997866.6667
41,question_0_aime_Qwen3-0.6B_S2,2,1,1,3,1,0.0,0.12339714380391881,693.6666666666666,1049.3333333333333,266378186356565.34,1399467927893.3333
42,question_0_aime_Qwen3-0.6B_S1,1,1,1,3,1,0.0,0.037536392530733174,743.3333333333334,743.3333333333334,253392481507328.0,1275815268181.3333
43,question_1_aime_Qwen3-32B_S64,64,1,1,3,1,1.0,0.7424179382815114,437.0,437.0,1.4194935383318528e+16,82271909967872.0
44,question_1_aime_Qwen3-32B_S32,32,1,1,3,1,1.0,0.6397491867697412,479.3333333333333,479.3333333333333,1.2524144312628054e+16,75819783194282.67
45,question_1_aime_Qwen3-32B_S16,16,1,1,3,1,1.0,0.9405870742781652,519.0,655.0,1.3235494875456e+16,80416654907904.0
46,question_1_aime_Qwen3-32B_S8,8,1,1,3,1,1.0,0.8836134037112878,471.3333333333333,471.3333333333333,1.1161250973333334e+16,69498888417792.0
47,question_1_aime_Qwen3-32B_S4,4,1,1,3,1,1.0,0.8692533183682728,483.6666666666667,483.6666666666667,8417118340834987.0,52766726063786.664
48,question_1_aime_Qwen3-32B_S2,2,1,1,3,1,1.0,0.904897158586793,544.3333333333334,544.3333333333334,1.1502132743703382e+16,72481966125056.0
49,question_1_aime_Qwen3-32B_S1,1,1,1,3,1,1.0,0.9063090388770574,620.6666666666666,620.6666666666666,6589746339798869.0,41754723830101.336
50,question_1_aime_Qwen3-14B_S64,64,1,1,3,1,1.0,0.8833825502400665,673.0,2538.3333333333335,2.698280910619392e+16,165202818312192.0
51,question_1_aime_Qwen3-14B_S32,32,1,1,3,1,0.0,0.7824941611812838,43.333333333333336,1569.0,2.1056800517493588e+16,130751372716970.67
52,question_1_aime_Qwen3-14B_S16,16,1,1,3,1,0.6666666666666666,0.8100627608273007,577.0,719.6666666666666,9527725083186688.0,59391086564010.664
53,question_1_aime_Qwen3-14B_S8,8,1,1,3,1,0.3333333333333333,0.7608398216581359,343.6666666666667,580.3333333333334,7083859186479189.0,44466063032661.336
54,question_1_aime_Qwen3-14B_S4,4,1,1,3,1,0.0,0.7066898294930809,207.0,564.3333333333334,5161210115596117.0,32625341842005.332
55,question_1_aime_Qwen3-14B_S2,2,1,1,3,1,0.3333333333333333,0.3068762019175538,536.6666666666666,536.6666666666666,5291407723249835.0,33592553731584.0
56,question_1_aime_Qwen3-14B_S1,1,1,1,3,1,0.0,0.2099788044719186,1149.6666666666667,1149.6666666666667,6975968758280704.0,44263571923114.664
57,question_1_aime_Qwen3-8B_S64,64,1,1,3,1,1.0,0.9499697985655274,481.0,481.0,6385476815853056.0,28191968017152.0
58,question_1_aime_Qwen3-8B_S32,32,1,1,3,1,1.0,0.9616101161078295,496.3333333333333,496.3333333333333,4925180677689429.0,25070369569365.332
59,question_1_aime_Qwen3-8B_S16,16,1,1,3,1,1.0,0.9489715546304244,471.6666666666667,471.6666666666667,4207877408005717.5,23672659621888.0
60,question_1_aime_Qwen3-8B_S8,8,1,1,3,1,1.0,0.8152183769837439,491.0,491.0,3631830442950912.0,21511213572864.0
61,question_1_aime_Qwen3-8B_S4,4,1,1,3,1,1.0,0.9575237031613443,520.6666666666666,520.6666666666666,2866143237417045.5,17442164188842.666
62,question_1_aime_Qwen3-8B_S2,2,1,1,3,1,1.0,0.950209575787133,549.6666666666666,549.6666666666666,2298008911842133.5,14197557715541.334
63,question_1_aime_Qwen3-8B_S1,1,1,1,3,1,1.0,0.9408973937585107,554.6666666666666,554.6666666666666,1488405558625280.0,9286227084970.666
64,question_1_aime_Qwen3-4B_S64,64,1,1,3,1,1.0,0.9525880328020677,408.0,536.0,3202446101445632.0,12188035251200.0
65,question_1_aime_Qwen3-4B_S32,32,1,1,3,1,1.0,0.9067962710614269,401.3333333333333,401.3333333333333,2320554730195456.0,10695594315264.0
66,question_1_aime_Qwen3-4B_S16,16,1,1,3,1,1.0,0.9429986389086822,431.3333333333333,431.3333333333333,1807019171205632.0,9473683499008.0
67,question_1_aime_Qwen3-4B_S8,8,1,1,3,1,1.0,0.9160248905298595,447.0,447.0,1535848765953706.8,8708635585877.333
68,question_1_aime_Qwen3-4B_S4,4,1,1,3,1,1.0,0.9249537878737302,463.3333333333333,598.3333333333334,1324475810649258.8,7881810168320.0
69,question_1_aime_Qwen3-4B_S2,2,1,1,3,1,1.0,0.9031108996107681,450.3333333333333,585.3333333333334,992485774872576.0,6051611853994.667
70,question_1_aime_Qwen3-4B_S1,1,1,1,3,1,0.6666666666666666,0.6230847778208317,613.0,613.0,828720298458282.6,5096913791317.333
71,question_1_aime_Qwen3-1.7B_S64,64,1,1,3,1,1.0,0.8760073917913934,366.6666666666667,1411.0,1494351659752448.0,5544318540544.0
72,question_1_aime_Qwen3-1.7B_S32,32,1,1,3,1,0.6666666666666666,0.8187734645266488,473.3333333333333,885.3333333333334,1140746432636757.2,5218347511552.0
73,question_1_aime_Qwen3-1.7B_S16,16,1,1,3,1,1.0,0.9105808318117644,381.3333333333333,472.3333333333333,861280098100053.4,4428783413674.667
74,question_1_aime_Qwen3-1.7B_S8,8,1,1,3,1,1.0,0.8039896835266535,418.0,579.0,692105121824853.4,3841131632725.3335
75,question_1_aime_Qwen3-1.7B_S4,4,1,1,3,1,0.6666666666666666,0.4918266948901327,419.3333333333333,656.3333333333334,656641380791722.6,3797715805781.3335
76,question_1_aime_Qwen3-1.7B_S2,2,1,1,3,1,0.0,0.36591215265824123,555.3333333333334,735.3333333333334,604365321851050.6,3611186055680.0
77,question_1_aime_Qwen3-1.7B_S1,1,1,1,3,1,0.0,0.11352722080129853,1224.0,1224.0,871971235181312.0,5190184684458.667
78,question_1_aime_Qwen3-0.6B_S64,64,1,1,3,1,0.0,0.4261945026376219,541.0,541.0,629651602194432.0,2681359773184.0
79,question_1_aime_Qwen3-0.6B_S32,32,1,1,3,1,0.0,0.14206483421254062,180.33333333333334,261.3333333333333,404196280460629.3,1842615374165.3333
80,question_1_aime_Qwen3-0.6B_S16,16,1,1,3,1,0.0,0.1548393738335103,249.33333333333334,249.33333333333334,245550472298496.0,1027948072106.6666
81,question_1_aime_Qwen3-0.6B_S8,8,1,1,3,1,0.0,0.14206483421254062,180.33333333333334,262.6666666666667,215663451474773.34,1204376045226.6667
82,question_1_aime_Qwen3-0.6B_S4,4,1,1,3,1,0.3333333333333333,0.4963451488423472,401.6666666666667,401.6666666666667,228279892569770.66,1254080237738.6667
83,question_1_aime_Qwen3-0.6B_S2,2,1,1,3,1,0.3333333333333333,0.3417037461074175,537.3333333333334,537.3333333333334,205630662944256.0,1139139049130.6667
84,question_1_aime_Qwen3-0.6B_S1,1,1,1,3,1,0.0,0.09799045490021756,611.0,611.0,172414928336213.34,995103438336.0
85,question_2_aime_Qwen3-32B_S64,64,1,1,3,1,0.0,0.7821926021084126,1286.0,4332.0,4.654084255494451e+16,268826401007616.0
86,question_2_aime_Qwen3-32B_S32,32,1,1,3,1,0.0,0.6063190689586081,1140.6666666666667,3138.3333333333335,3.684221678092305e+16,220103148198741.34
87,question_2_aime_Qwen3-32B_S16,16,1,1,3,1,0.0,0.6950250123119265,1314.6666666666667,3511.0,3.6080025426262696e+16,221824566481920.0
88,question_2_aime_Qwen3-32B_S8,8,1,1,3,1,0.3333333333333333,0.471743858012535,1150.6666666666667,2353.0,2.657998455231437e+16,165401824068096.0
89,question_2_aime_Qwen3-32B_S4,4,1,1,3,1,0.0,0.6072670775943102,1218.3333333333333,2069.0,2.3480827927186944e+16,147651248850090.66
90,question_2_aime_Qwen3-32B_S2,2,1,1,3,1,0.0,0.37695091261197017,1350.6666666666667,1350.6666666666667,2.1332383550056788e+16,134735228053845.33
91,question_2_aime_Qwen3-32B_S1,1,1,1,3,1,0.0,0.49716960508672,1314.0,1314.0,1.375762939814912e+16,87191603002880.0
92,question_2_aime_Qwen3-14B_S64,64,1,1,3,1,0.0,0.46858921821091637,361.0,361.0,1.854272571821645e+16,105385394477056.0
93,question_2_aime_Qwen3-14B_S32,32,1,1,3,1,0.3333333333333333,0.763362833918031,1033.6666666666667,3018.3333333333335,2.5495395953030228e+16,150815135908693.34
94,question_2_aime_Qwen3-14B_S16,16,1,1,3,1,0.0,0.551880704947341,675.0,1278.3333333333333,1.8044013365025536e+16,110020425070165.33
95,question_2_aime_Qwen3-14B_S8,8,1,1,3,1,0.3333333333333333,0.5083732966739505,989.3333333333334,1719.0,1.6738248025774762e+16,103297357777920.0
96,question_2_aime_Qwen3-14B_S4,4,1,1,3,1,0.0,0.536959911986487,813.6666666666666,813.6666666666666,1.089836873342336e+16,68049112927402.664
97,question_2_aime_Qwen3-14B_S2,2,1,1,3,1,0.6666666666666666,0.548939541038462,1178.3333333333333,1734.0,1.0506088258618624e+16,65726561060010.664
98,question_2_aime_Qwen3-14B_S1,1,1,1,3,1,0.3333333333333333,0.5435837979076166,1719.6666666666667,1719.6666666666667,8168281113121621.0,51538611925674.664
99,question_2_aime_Qwen3-8B_S64,64,1,1,3,1,0.0,0.8875376194608279,841.0,23378.0,3.848280755788621e+16,209700366542080.0
100,question_2_aime_Qwen3-8B_S32,32,1,1,3,1,0.0,0.8875376194608279,841.0,10000.0,2.6077570557975296e+16,148955648477696.0
101,question_2_aime_Qwen3-8B_S16,16,1,1,3,1,0.0,0.8478074872142954,1004.0,8120.333333333333,2.0767219753077844e+16,123339360885845.33
102,question_2_aime_Qwen3-8B_S8,8,1,1,3,1,0.0,0.8657975319653834,1037.3333333333333,5536.0,1.357415004116079e+16,82028535805525.33
103,question_2_aime_Qwen3-8B_S4,4,1,1,3,1,0.0,0.7467283959698424,1234.3333333333333,4180.0,9364959910811392.0,57560506521941.336
104,question_2_aime_Qwen3-8B_S2,2,1,1,3,1,0.0,0.6289005526479289,1177.6666666666667,2099.6666666666665,6290410117444011.0,38905950278656.0
105,question_2_aime_Qwen3-8B_S1,1,1,1,3,1,0.0,0.4562790040754934,2394.0,2394.0,6532497494126251.0,39870964171946.664
106,question_2_aime_Qwen3-4B_S64,64,1,1,3,1,0.0,0.19182627700723587,771.0,771.0,1.1878913190240256e+16,62265813609984.0
107,question_2_aime_Qwen3-4B_S32,32,1,1,3,1,0.0,0.19182627700723587,771.0,771.0,7346117649779371.0,40197457324885.336
108,question_2_aime_Qwen3-4B_S16,16,1,1,3,1,0.6666666666666666,0.5630528166799629,1231.0,2138.0,8304258464258389.0,47289231964160.0
109,question_2_aime_Qwen3-4B_S8,8,1,1,3,1,0.0,0.4437779074839418,984.0,3385.0,5912187529740288.0,34740127932245.332
110,question_2_aime_Qwen3-4B_S4,4,1,1,3,1,0.6666666666666666,0.5558220498271028,1315.6666666666667,5220.666666666667,5991856442124288.0,35613746985642.664
111,question_2_aime_Qwen3-4B_S2,2,1,1,3,1,0.0,0.3736998205389659,1199.6666666666667,1712.6666666666667,2514364606744746.5,15163665115818.666
112,question_2_aime_Qwen3-4B_S1,1,1,1,3,1,0.3333333333333333,0.6003770005923871,1219.6666666666667,1219.6666666666667,1651591287976448.0,10056151644842.666
113,question_2_aime_Qwen3-1.7B_S64,64,1,1,3,1,0.0,0.29316153787376503,82.0,1700.0,697562196610048.0,2776659585280.0
114,question_2_aime_Qwen3-1.7B_S32,32,1,1,3,1,0.0,0.2609436892577414,82.66666666666667,1070.3333333333333,490829163028138.7,2309294147328.0
115,question_2_aime_Qwen3-1.7B_S16,16,1,1,3,1,0.0,0.23953893949863073,82.33333333333333,296.6666666666667,355054832708352.0,1854496806400.0
116,question_2_aime_Qwen3-1.7B_S8,8,1,1,3,1,0.0,0.1725328442094041,133.33333333333334,286.3333333333333,298490610506069.3,1691617427882.6667
117,question_2_aime_Qwen3-1.7B_S4,4,1,1,3,1,0.0,0.22044071712482824,191.66666666666666,299.0,305230235290624.0,1760479433216.0
118,question_2_aime_Qwen3-1.7B_S2,2,1,1,3,1,0.0,0.11567560334640943,116.33333333333333,116.33333333333333,175327297605376.0,1060102147925.3334
119,question_2_aime_Qwen3-1.7B_S1,1,1,1,3,1,0.0,0.19488287985447528,123.0,123.0,88736762042282.67,546402081194.6667
120,question_2_aime_Qwen3-0.6B_S64,64,1,1,3,1,0.0,0.5039088674745311,217.0,3166.0,797002627758080.0,2106311905792.0
121,question_2_aime_Qwen3-0.6B_S32,32,1,1,3,1,0.0,0.47520703219066385,301.6666666666667,2258.3333333333335,499876763260074.7,1613446347434.6667
122,question_2_aime_Qwen3-0.6B_S16,16,1,1,3,1,0.0,0.47520703219066385,301.6666666666667,1602.6666666666667,344715353857877.3,1368719356757.3333
123,question_2_aime_Qwen3-0.6B_S8,8,1,1,3,1,0.0,0.37102489440063163,387.0,2089.0,299652337605461.3,1290370266965.3333
124,question_2_aime_Qwen3-0.6B_S4,4,1,1,3,1,0.0,0.2271751446918527,336.6666666666667,980.3333333333334,182807035757056.0,914805692245.3334
125,question_2_aime_Qwen3-0.6B_S2,2,1,1,3,1,0.0,0.30829567287068466,392.3333333333333,763.6666666666666,154306746680320.0,828097717760.0
126,question_2_aime_Qwen3-0.6B_S1,1,1,1,3,1,0.0,0.24525082032435708,288.3333333333333,288.3333333333333,83438797634560.0,482285800106.6667
127,question_3_aime_Qwen3-32B_S64,64,1,1,3,1,0.0,0.6567576940569555,874.0,2047.0,2.2775228506917376e+16,126969229151744.0
128,question_3_aime_Qwen3-32B_S32,32,1,1,3,1,0.3333333333333333,0.6558519309091864,886.0,1964.6666666666667,2.1413938572292436e+16,126492171851605.33
129,question_3_aime_Qwen3-32B_S16,16,1,1,3,1,0.6666666666666666,0.4639560184792046,840.0,840.0,1.960950663917875e+16,119360183274496.0
130,question_3_aime_Qwen3-32B_S8,8,1,1,3,1,0.6666666666666666,0.3555466591923795,1064.3333333333333,1064.3333333333333,1.886153790228736e+16,117215221868714.67
131,question_3_aime_Qwen3-32B_S4,4,1,1,3,1,1.0,0.2499747705404363,855.0,855.0,1.4726647209956182e+16,92314162760533.33
132,question_3_aime_Qwen3-32B_S2,2,1,1,3,1,1.0,0.29909214673773826,951.0,951.0,1.3159379571849046e+16,83009595400874.67
133,question_3_aime_Qwen3-32B_S1,1,1,1,3,1,0.6666666666666666,0.35056441627255275,932.3333333333334,932.3333333333334,9938889804850346.0,62758445573973.336
134,question_3_aime_Qwen3-14B_S64,64,1,1,3,1,0.0,0.3387745661019898,591.0,959.0,1.01264506488768e+16,59882347282688.0
135,question_3_aime_Qwen3-14B_S32,32,1,1,3,1,0.0,0.22584971073465984,394.0,639.3333333333334,8699658129081771.0,53124237824426.664
136,question_3_aime_Qwen3-14B_S16,16,1,1,3,1,0.0,0.22584971073465984,394.0,394.0,4098376090528682.5,25048969611093.332
137,question_3_aime_Qwen3-14B_S8,8,1,1,3,1,0.3333333333333333,0.19612687708505305,385.6666666666667,385.6666666666667,5481110741336832.0,33924206372266.668
138,question_3_aime_Qwen3-14B_S4,4,1,1,3,1,0.6666666666666666,0.11039450513750233,500.6666666666667,500.6666666666667,5193294459980629.0,32314782108074.668
139,question_3_aime_Qwen3-14B_S2,2,1,1,3,1,0.6666666666666666,0.33326594874497045,702.0,702.0,5789505867210837.0,36288976293376.0
140,question_3_aime_Qwen3-14B_S1,1,1,1,3,1,0.6666666666666666,0.22104479050919612,699.6666666666666,699.6666666666666,3540719461554688.0,22421818664192.0
141,question_3_aime_Qwen3-8B_S64,64,1,1,3,1,1.0,0.33766944519428216,955.0,955.0,1.3956505636941056e+16,58480757049344.0
142,question_3_aime_Qwen3-8B_S32,32,1,1,3,1,1.0,0.23494028912879228,1069.3333333333333,1069.3333333333333,1.110818437724305e+16,54223297265408.0
143,question_3_aime_Qwen3-8B_S16,16,1,1,3,1,1.0,0.43965670758337216,1008.0,1008.0,8831567935187456.0,47648130469973.336
144,question_3_aime_Qwen3-8B_S8,8,1,1,3,1,1.0,0.2505663723941112,948.3333333333334,948.3333333333334,7140288847066027.0,41208243456768.0
145,question_3_aime_Qwen3-8B_S4,4,1,1,3,1,1.0,0.5251640632326285,1025.6666666666667,1025.6666666666667,5727589413570133.0,34310982378496.0
146,question_3_aime_Qwen3-8B_S2,2,1,1,3,1,1.0,0.2746229594038661,927.6666666666666,927.6666666666666,4065128075477248.0,24898185228032.0
147,question_3_aime_Qwen3-8B_S1,1,1,1,3,1,1.0,0.3365030671934324,1064.6666666666667,1064.6666666666667,2882620900956586.5,17780629211989.332
148,question_3_aime_Qwen3-4B_S64,64,1,1,3,1,1.0,0.3345749044479245,772.0,772.0,6343499724093440.0,23296467045376.0
149,question_3_aime_Qwen3-4B_S32,32,1,1,3,1,1.0,0.3085954724444674,812.6666666666666,812.6666666666666,4936107328983893.0,21174935347541.332
150,question_3_aime_Qwen3-4B_S16,16,1,1,3,1,1.0,0.14421259922779278,849.3333333333334,849.3333333333334,3621547435039573.5,18077653253120.0
151,question_3_aime_Qwen3-4B_S8,8,1,1,3,1,1.0,0.3771551857134494,729.3333333333334,1127.3333333333333,2967231241744042.5,16230157683712.0
152,question_3_aime_Qwen3-4B_S4,4,1,1,3,1,1.0,0.6015126884732199,862.3333333333334,862.3333333333334,2506282615632554.5,14294092125696.0
153,question_3_aime_Qwen3-4B_S2,2,1,1,3,1,1.0,0.49770723850723425,881.0,881.0,1661014101002581.2,9880760568661.334
154,question_3_aime_Qwen3-4B_S1,1,1,1,3,1,1.0,0.44926736970089115,814.6666666666666,814.6666666666666,1109750559144277.4,6745608144042.667
155,question_3_aime_Qwen3-1.7B_S64,64,1,1,3,1,0.0,0.1534886946494655,107.0,671.0,713114921981952.0,3126875112704.0
156,question_3_aime_Qwen3-1.7B_S32,32,1,1,3,1,0.0,0.13981132111384753,100.0,357.3333333333333,510889845791658.7,2428747745536.0
157,question_3_aime_Qwen3-1.7B_S16,16,1,1,3,1,0.0,0.05755115879345052,202.66666666666666,1080.6666666666667,475586198522624.0,2400877068800.0
158,question_3_aime_Qwen3-1.7B_S8,8,1,1,3,1,0.0,0.09106677177743293,197.66666666666666,316.3333333333333,439886260745642.7,2502509598549.3335
159,question_3_aime_Qwen3-1.7B_S4,4,1,1,3,1,0.0,0.0596414142665835,338.0,831.0,519057846319786.7,3004293213525.3335
160,question_3_aime_Qwen3-1.7B_S2,2,1,1,3,1,0.0,0.03133363703029433,317.6666666666667,317.6666666666667,417018581297920.0,2496872996949.3335
161,question_3_aime_Qwen3-1.7B_S1,1,1,1,3,1,0.0,0.04298658155987293,219.66666666666666,219.66666666666666,155611361418240.0,950436232106.6666
162,question_3_aime_Qwen3-0.6B_S64,64,1,1,3,1,0.0,0.0594484676613295,341.0,640.0,492562042037248.0,1470879575552.0
163,question_3_aime_Qwen3-0.6B_S32,32,1,1,3,1,0.0,0.07081836131578491,163.66666666666666,735.3333333333334,350286666630485.3,1203198945109.3333
164,question_3_aime_Qwen3-0.6B_S16,16,1,1,3,1,0.0,0.03779286618259407,156.0,1400.0,318707549209770.7,1244791554901.3333
165,question_3_aime_Qwen3-0.6B_S8,8,1,1,3,1,0.0,0.08823620541907895,258.3333333333333,1020.3333333333334,255721356370090.66,1111956690261.3333
166,question_3_aime_Qwen3-0.6B_S4,4,1,1,3,1,0.0,0.051703437341444,231.0,501.0,161750196881408.0,804521831253.3334
167,question_3_aime_Qwen3-0.6B_S2,2,1,1,3,1,0.0,0.04034835288954398,321.6666666666667,515.0,127627474707968.0,708311258282.6666
168,question_3_aime_Qwen3-0.6B_S1,1,1,1,3,1,0.0,0.03447098401772324,640.0,640.0,192479103057237.34,1052697953962.6666
169,question_4_aime_Qwen3-32B_S64,64,1,1,3,1,0.0,0.6537961713907777,679.0,3766.0,2.0432766195971584e+16,109651916347392.0
170,question_4_aime_Qwen3-32B_S32,32,1,1,3,1,0.0,0.626947538902864,655.3333333333334,2747.0,1.929963813595648e+16,111810962018816.0
171,question_4_aime_Qwen3-32B_S16,16,1,1,3,1,0.0,0.4610751897384932,780.0,4011.6666666666665,2.3965047181329236e+16,145266803950592.0
172,question_4_aime_Qwen3-32B_S8,8,1,1,3,1,0.0,0.365836948574149,579.3333333333334,1581.3333333333333,1.8488249463461716e+16,114540608589653.33
173,question_4_aime_Qwen3-32B_S4,4,1,1,3,1,0.0,0.3368902137728544,479.0,980.6666666666666,1.1804583212562262e+16,74023206800042.67
174,question_4_aime_Qwen3-32B_S2,2,1,1,3,1,0.0,0.28016450339203647,738.6666666666666,952.6666666666666,1.452242490834944e+16,91872454472704.0
175,question_4_aime_Qwen3-32B_S1,1,1,1,3,1,0.0,0.2306917472081903,1446.0,1446.0,1.512439330259712e+16,95737522955946.67
176,question_4_aime_Qwen3-14B_S64,64,1,1,3,1,0.0,0.024640473924326167,732.0,732.0,2.217630341597875e+16,136268503338240.0
177,question_4_aime_Qwen3-14B_S32,32,1,1,3,1,0.0,0.008213491308108722,244.0,244.0,1.2995711787985494e+16,80535563801941.33
178,question_4_aime_Qwen3-14B_S16,16,1,1,3,1,0.0,0.02966523381254015,1802.6666666666667,1802.6666666666667,1.5100650100107434e+16,94183676551424.0
179,question_4_aime_Qwen3-14B_S8,8,1,1,3,1,0.0,0.11579029890599962,1087.3333333333333,1087.3333333333333,9443725336263254.0,58259753861632.0
180,question_4_aime_Qwen3-14B_S4,4,1,1,3,1,0.0,0.39568036530603184,1919.0,2561.0,1.4539287325121536e+16,90296757370624.0
181,question_4_aime_Qwen3-14B_S2,2,1,1,3,1,0.0,0.265638181211833,2071.6666666666665,2834.0,1.2777357895014144e+16,80494281257472.0
